original_mRNAID	new_ID
Chi_Caur_3_FUN_005237-T1	Chi_Caur_3_RPC40
Chi_Caur_3_FUN_005241-T1	Chi_Caur_3_GLY1_2
Chi_Caur_3_FUN_005242-T1	Chi_Caur_3_TPO3
Chi_Caur_3_FUN_005243-T1	Chi_Caur_3_PHO8
Chi_Caur_3_FUN_005248-T1	Chi_Caur_3_LEU1
Chi_Caur_3_FUN_005250-T1	Chi_Caur_3_SBE2
Chi_Caur_3_FUN_005251-T1	Chi_Caur_3_SYF1
Chi_Caur_3_FUN_005252-T1	Chi_Caur_3_CZF1
Chi_Caur_3_FUN_005253-T1	Chi_Caur_3_SLY1
Chi_Caur_3_FUN_005254-T1	Chi_Caur_3_RVB1
Chi_Caur_3_FUN_005257-T1	Chi_Caur_3_MSC2
Chi_Caur_3_FUN_005260-T1	Chi_Caur_3_RPT5
Chi_Caur_3_FUN_005264-T1	Chi_Caur_3_AIM6
Chi_Caur_3_FUN_005265-T1	Chi_Caur_3_ORT1
Chi_Caur_3_FUN_005266-T1	Chi_Caur_3_RPS15
Chi_Caur_3_FUN_005267-T1	Chi_Caur_3_RPP2B
Chi_Caur_3_FUN_005270-T1	Chi_Caur_3_ARV1
Chi_Caur_3_FUN_005272-T1	Chi_Caur_3_TOP3
Chi_Caur_3_FUN_005274-T1	Chi_Caur_3_PAN5
Chi_Caur_3_FUN_005275-T1	Chi_Caur_3_CAB5
Chi_Caur_3_FUN_005276-T1	Chi_Caur_3_VPS34
Chi_Caur_3_FUN_005279-T1	Chi_Caur_3_fma1
Chi_Caur_3_FUN_005282-T1	Chi_Caur_3_ANT1
Chi_Caur_3_FUN_005283-T1	Chi_Caur_3_rps23
Chi_Caur_3_FUN_005284-T1	Chi_Caur_3_IWS1
Chi_Caur_3_FUN_005290-T1	Chi_Caur_3_SRB4
Chi_Caur_3_FUN_005291-T1	Chi_Caur_3_RPN3
Chi_Caur_3_FUN_005293-T1	Chi_Caur_3_ypt1
Chi_Caur_3_FUN_005295-T1	Chi_Caur_3_ADO1
Chi_Caur_3_FUN_005296-T1	Chi_Caur_3_POL5
Chi_Caur_3_FUN_005298-T1	Chi_Caur_3_MDL2
Chi_Caur_3_FUN_005300-T1	Chi_Caur_3_pis1
Chi_Caur_3_FUN_005301-T1	Chi_Caur_3_apc5
Chi_Caur_3_FUN_005302-T1	Chi_Caur_3_RIX1
Chi_Caur_3_FUN_005303-T1	Chi_Caur_3_VPH1
Chi_Caur_3_FUN_005304-T1	Chi_Caur_3_ELP1
Chi_Caur_3_FUN_005305-T1	Chi_Caur_3_USO1
Chi_Caur_3_FUN_005306-T1	Chi_Caur_3_ABZ1
Chi_Caur_3_FUN_005307-T1	Chi_Caur_3_PAT1
Chi_Caur_3_FUN_005309-T1	Chi_Caur_3_SSK2
Chi_Caur_3_FUN_005315-T1	Chi_Caur_3_PMR1
Chi_Caur_3_FUN_005321-T1	Chi_Caur_3_KHA1
Chi_Caur_3_FUN_005323-T1	Chi_Caur_3_ROT1
Chi_Caur_3_FUN_005324-T1	Chi_Caur_3_VPS27
Chi_Caur_3_FUN_005325-T1	Chi_Caur_3_SPE1
Chi_Caur_3_FUN_005326-T1	Chi_Caur_3_CNA1
Chi_Caur_3_FUN_005327-T1	Chi_Caur_3_LOT5
Chi_Caur_3_FUN_005329-T1	Chi_Caur_3_TSR2
Chi_Caur_3_FUN_005330-T1	Chi_Caur_3_ORC1
Chi_Caur_3_FUN_005331-T1	Chi_Caur_3_TEM1
Chi_Caur_3_FUN_005332-T1	Chi_Caur_3_RPS1
Chi_Caur_3_FUN_005334-T1	Chi_Caur_3_RPL6
Chi_Caur_3_FUN_005335-T1	Chi_Caur_3_FPR3
Chi_Caur_3_FUN_005337-T1	Chi_Caur_3_MEF1
Chi_Caur_3_FUN_005338-T1	Chi_Caur_3_RPL14
Chi_Caur_3_FUN_005339-T1	Chi_Caur_3_CYR1_2
Chi_Caur_3_FUN_005340-T1	Chi_Caur_3_SPC3
Chi_Caur_3_FUN_005346-T1	Chi_Caur_3_BNI1
Chi_Caur_3_FUN_001470-T1	Chi_Caur_3_cbp3
Chi_Caur_3_FUN_001473-T1	Chi_Caur_3_PRP45
Chi_Caur_3_FUN_001475-T1	Chi_Caur_3_NPY1
Chi_Caur_3_FUN_001476-T1	Chi_Caur_3_MRH4
Chi_Caur_3_FUN_001478-T1	Chi_Caur_3_NIP7
Chi_Caur_3_FUN_001479-T1	Chi_Caur_3_PUS1
Chi_Caur_3_FUN_001479-T2	Chi_Caur_3_PUS1
Chi_Caur_3_FUN_001480-T1	Chi_Caur_3_hhp1
Chi_Caur_3_FUN_001483-T1	Chi_Caur_3_ATM1
Chi_Caur_3_FUN_001484-T1	Chi_Caur_3_PDC2
Chi_Caur_3_FUN_001485-T1	Chi_Caur_3_CBF1
Chi_Caur_3_FUN_001486-T1	Chi_Caur_3_MNN4
Chi_Caur_3_FUN_001490-T1	Chi_Caur_3_PRI2
Chi_Caur_3_FUN_001491-T1	Chi_Caur_3_SPT16
Chi_Caur_3_FUN_001492-T1	Chi_Caur_3_YPT31
Chi_Caur_3_FUN_001493-T1	Chi_Caur_3_smb1
Chi_Caur_3_FUN_001494-T1	Chi_Caur_3_CHZ1
Chi_Caur_3_FUN_001495-T1	Chi_Caur_3_CLG1
Chi_Caur_3_FUN_001496-T1	Chi_Caur_3_MIG1
Chi_Caur_3_FUN_001497-T1	Chi_Caur_3_STB4
Chi_Caur_3_FUN_001499-T1	Chi_Caur_3_HIT1
Chi_Caur_3_FUN_001500-T1	Chi_Caur_3_CGR1_1
Chi_Caur_3_FUN_001502-T1	Chi_Caur_3_CCT4
Chi_Caur_3_FUN_001503-T1	Chi_Caur_3_SAS10
Chi_Caur_3_FUN_001504-T1	Chi_Caur_3_RPC53
Chi_Caur_3_FUN_001505-T1	Chi_Caur_3_DBP4
Chi_Caur_3_FUN_001506-T1	Chi_Caur_3_SRB2
Chi_Caur_3_FUN_001507-T1	Chi_Caur_3_ELP2
Chi_Caur_3_FUN_001508-T1	Chi_Caur_3_clc1
Chi_Caur_3_FUN_001511-T1	Chi_Caur_3_CAP2
Chi_Caur_3_FUN_001512-T1	Chi_Caur_3_PHO89
Chi_Caur_3_FUN_001513-T1	Chi_Caur_3_NFU1
Chi_Caur_3_FUN_001515-T1	Chi_Caur_3_SMF3
Chi_Caur_3_FUN_001517-T1	Chi_Caur_3_RAD5
Chi_Caur_3_FUN_001518-T1	Chi_Caur_3_SAS2
Chi_Caur_3_FUN_001519-T1	Chi_Caur_3_DPB4
Chi_Caur_3_FUN_001521-T1	Chi_Caur_3_ECM16
Chi_Caur_3_FUN_001527-T1	Chi_Caur_3_DFG5
Chi_Caur_3_FUN_001529-T1	Chi_Caur_3_HNM1_1
Chi_Caur_3_FUN_001530-T1	Chi_Caur_3_ARO3
Chi_Caur_3_FUN_001531-T1	Chi_Caur_3_ubp14
Chi_Caur_3_FUN_001532-T1	Chi_Caur_3_CHT4
Chi_Caur_3_FUN_001533-T1	Chi_Caur_3_VPS74
Chi_Caur_3_FUN_001536-T1	Chi_Caur_3_tlg2
Chi_Caur_3_FUN_001538-T1	Chi_Caur_3_AMN1
Chi_Caur_3_FUN_001542-T1	Chi_Caur_3_ENA2_1
Chi_Caur_3_FUN_001544-T1	Chi_Caur_3_HPA3
Chi_Caur_3_FUN_005348-T1	Chi_Caur_3_SHE10
Chi_Caur_3_FUN_005349-T1	Chi_Caur_3_PTH2
Chi_Caur_3_FUN_005351-T1	Chi_Caur_3_TRP2
Chi_Caur_3_FUN_005353-T1	Chi_Caur_3_SHP1
Chi_Caur_3_FUN_005354-T1	Chi_Caur_3_MET6
Chi_Caur_3_FUN_005355-T1	Chi_Caur_3_GSF2
Chi_Caur_3_FUN_005356-T1	Chi_Caur_3_PHR2
Chi_Caur_3_FUN_005357-T1	Chi_Caur_3_BFA1
Chi_Caur_3_FUN_005360-T1	Chi_Caur_3_GPP1
Chi_Caur_3_FUN_005363-T1	Chi_Caur_3_GPM1
Chi_Caur_3_FUN_005364-T1	Chi_Caur_3_NSP1
Chi_Caur_3_FUN_005367-T1	Chi_Caur_3_VPS20
Chi_Caur_3_FUN_005368-T1	Chi_Caur_3_slp1
Chi_Caur_3_FUN_005369-T1	Chi_Caur_3_HOG1
Chi_Caur_3_FUN_005371-T1	Chi_Caur_3_vip1
Chi_Caur_3_FUN_005375-T1	Chi_Caur_3_ppk32
Chi_Caur_3_FUN_005376-T1	Chi_Caur_3_SDH1
Chi_Caur_3_FUN_005377-T1	Chi_Caur_3_VMA8
Chi_Caur_3_FUN_005380-T1	Chi_Caur_3_IRC22
Chi_Caur_3_FUN_005381-T1	Chi_Caur_3_INP51
Chi_Caur_3_FUN_005384-T1	Chi_Caur_3_PHM7
Chi_Caur_3_FUN_005386-T1	Chi_Caur_3_BOS1
Chi_Caur_3_FUN_005387-T1	Chi_Caur_3_FMP32
Chi_Caur_3_FUN_005389-T1	Chi_Caur_3_PMM1
Chi_Caur_3_FUN_005824-T1	Chi_Caur_3_RPL10
Chi_Caur_3_FUN_005391-T1	Chi_Caur_3_OTU1
Chi_Caur_3_FUN_005392-T1	Chi_Caur_3_BFR2
Chi_Caur_3_FUN_005395-T1	Chi_Caur_3_SEC4_2
Chi_Caur_3_FUN_005396-T1	Chi_Caur_3_TPM2
Chi_Caur_3_FUN_005397-T1	Chi_Caur_3_LSM6
Chi_Caur_3_FUN_005398-T1	Chi_Caur_3_ATP17
Chi_Caur_3_FUN_005399-T1	Chi_Caur_3_KIN2
Chi_Caur_3_FUN_005401-T1	Chi_Caur_3_SKS1
Chi_Caur_3_FUN_005402-T1	Chi_Caur_3_HGT1_2
Chi_Caur_3_FUN_005411-T1	Chi_Caur_3_TIM21
Chi_Caur_3_FUN_005415-T1	Chi_Caur_3_pso2
Chi_Caur_3_FUN_005417-T1	Chi_Caur_3_MNN11
Chi_Caur_3_FUN_005418-T1	Chi_Caur_3_FKS1
Chi_Caur_3_FUN_005423-T1	Chi_Caur_3_UME6
Chi_Caur_3_FUN_005425-T1	Chi_Caur_3_NRP1
Chi_Caur_3_FUN_005426-T1	Chi_Caur_3_DPM1
Chi_Caur_3_FUN_005427-T1	Chi_Caur_3_UBA2
Chi_Caur_3_FUN_005428-T1	Chi_Caur_3_PFY1
Chi_Caur_3_FUN_005430-T1	Chi_Caur_3_MET3
Chi_Caur_3_FUN_005431-T2	Chi_Caur_3_DOR14
Chi_Caur_3_FUN_005432-T1	Chi_Caur_3_ERG5
Chi_Caur_3_FUN_005437-T1	Chi_Caur_3_EGD2
Chi_Caur_3_FUN_005439-T1	Chi_Caur_3_MBP1
Chi_Caur_3_FUN_005448-T1	Chi_Caur_3_GEP3
Chi_Caur_3_FUN_005450-T1	Chi_Caur_3_CDC24
Chi_Caur_3_FUN_005452-T1	Chi_Caur_3_CIR2
Chi_Caur_3_FUN_005453-T1	Chi_Caur_3_GDS1
Chi_Caur_3_FUN_005456-T1	Chi_Caur_3_OTU2
Chi_Caur_3_FUN_001547-T1	Chi_Caur_3_RSA4
Chi_Caur_3_FUN_001549-T1	Chi_Caur_3_SRB8
Chi_Caur_3_FUN_001550-T1	Chi_Caur_3_zrg17
Chi_Caur_3_FUN_001551-T1	Chi_Caur_3_ARG8
Chi_Caur_3_FUN_001552-T1	Chi_Caur_3_PPG1
Chi_Caur_3_FUN_001553-T1	Chi_Caur_3_HUB1
Chi_Caur_3_FUN_001555-T1	Chi_Caur_3_PDB1
Chi_Caur_3_FUN_001557-T1	Chi_Caur_3_AXL2
Chi_Caur_3_FUN_001559-T1	Chi_Caur_3_SOH1
Chi_Caur_3_FUN_001561-T1	Chi_Caur_3_PYC1
Chi_Caur_3_FUN_001566-T1	Chi_Caur_3_vid27
Chi_Caur_3_FUN_001567-T1	Chi_Caur_3_RRG9
Chi_Caur_3_FUN_001571-T1	Chi_Caur_3_MFG1
Chi_Caur_3_FUN_001576-T1	Chi_Caur_3_RPT6
Chi_Caur_3_FUN_001578-T1	Chi_Caur_3_APE3
Chi_Caur_3_FUN_001579-T1	Chi_Caur_3_GOR1
Chi_Caur_3_FUN_001582-T1	Chi_Caur_3_MRS4
Chi_Caur_3_FUN_001585-T1	Chi_Caur_3_URH1
Chi_Caur_3_FUN_001586-T1	Chi_Caur_3_SHB17
Chi_Caur_3_FUN_001589-T1	Chi_Caur_3_PHO86
Chi_Caur_3_FUN_001594-T1	Chi_Caur_3_CAJ1
Chi_Caur_3_FUN_001598-T1	Chi_Caur_3_SEC61
Chi_Caur_3_FUN_001600-T1	Chi_Caur_3_FBP1
Chi_Caur_3_FUN_001601-T1	Chi_Caur_3_MCH1
Chi_Caur_3_FUN_001602-T1	Chi_Caur_3_MPG1
Chi_Caur_3_FUN_001603-T1	Chi_Caur_3_AIM18
Chi_Caur_3_FUN_001610-T1	Chi_Caur_3_rpl8_1
Chi_Caur_3_FUN_001611-T1	Chi_Caur_3_rpl29
Chi_Caur_3_FUN_001612-T1	Chi_Caur_3_RRT5
Chi_Caur_3_FUN_001613-T1	Chi_Caur_3_RPL2_1
Chi_Caur_3_FUN_001614-T1	Chi_Caur_3_MRP8
Chi_Caur_3_FUN_001615-T1	Chi_Caur_3_FMP45
Chi_Caur_3_FUN_001617-T1	Chi_Caur_3_BST1
Chi_Caur_3_FUN_001618-T1	Chi_Caur_3_HTB1
Chi_Caur_3_FUN_001619-T1	Chi_Caur_3_HTA1
Chi_Caur_3_FUN_001622-T1	Chi_Caur_3_ERB1
Chi_Caur_3_FUN_001626-T1	Chi_Caur_3_POR1
Chi_Caur_3_FUN_001627-T1	Chi_Caur_3_CTK2
Chi_Caur_3_FUN_001628-T1	Chi_Caur_3_MAD2
Chi_Caur_3_FUN_001629-T1	Chi_Caur_3_CPD1
Chi_Caur_3_FUN_001630-T1	Chi_Caur_3_SOL3
Chi_Caur_3_FUN_001631-T1	Chi_Caur_3_GCN5
Chi_Caur_3_FUN_001632-T1	Chi_Caur_3_NMD3
Chi_Caur_3_FUN_001633-T1	Chi_Caur_3_ATG7
Chi_Caur_3_FUN_001634-T1	Chi_Caur_3_alp4
Chi_Caur_3_FUN_001635-T1	Chi_Caur_3_PUP2
Chi_Caur_3_FUN_005459-T1	Chi_Caur_3_MRPL44
Chi_Caur_3_FUN_005461-T1	Chi_Caur_3_YHB1
Chi_Caur_3_FUN_005463-T1	Chi_Caur_3_SDH2
Chi_Caur_3_FUN_005464-T1	Chi_Caur_3_FDH1_2
Chi_Caur_3_FUN_005470-T1	Chi_Caur_3_BFR1
Chi_Caur_3_FUN_005472-T1	Chi_Caur_3_BGL2
Chi_Caur_3_FUN_005473-T1	Chi_Caur_3_ssh4
Chi_Caur_3_FUN_005474-T1	Chi_Caur_3_ABP1
Chi_Caur_3_FUN_005478-T1	Chi_Caur_3_TYS1
Chi_Caur_3_FUN_005482-T1	Chi_Caur_3_NAM7
Chi_Caur_3_FUN_005483-T1	Chi_Caur_3_BUD2
Chi_Caur_3_FUN_005484-T1	Chi_Caur_3_SEC14
Chi_Caur_3_FUN_005485-T1	Chi_Caur_3_CAF17
Chi_Caur_3_FUN_005488-T1	Chi_Caur_3_OSH3
Chi_Caur_3_FUN_005491-T1	Chi_Caur_3_NCP1
Chi_Caur_3_FUN_005492-T1	Chi_Caur_3_IPK1
Chi_Caur_3_FUN_005495-T1	Chi_Caur_3_COX10
Chi_Caur_3_FUN_005496-T1	Chi_Caur_3_RPN8
Chi_Caur_3_FUN_005501-T1	Chi_Caur_3_NHP10
Chi_Caur_3_FUN_005503-T1	Chi_Caur_3_RMD1
Chi_Caur_3_FUN_005505-T1	Chi_Caur_3_AIM24
Chi_Caur_3_FUN_005506-T1	Chi_Caur_3_MSS4
Chi_Caur_3_FUN_005512-T1	Chi_Caur_3_CSN12
Chi_Caur_3_FUN_005513-T1	Chi_Caur_3_TIF5
Chi_Caur_3_FUN_005514-T1	Chi_Caur_3_FIP1
Chi_Caur_3_FUN_005515-T1	Chi_Caur_3_BUD4
Chi_Caur_3_FUN_005516-T1	Chi_Caur_3_PST1
Chi_Caur_3_FUN_005517-T1	Chi_Caur_3_UAP1
Chi_Caur_3_FUN_005521-T1	Chi_Caur_3_SPT6
Chi_Caur_3_FUN_005525-T1	Chi_Caur_3_BTS1
Chi_Caur_3_FUN_005530-T1	Chi_Caur_3_TUB4
Chi_Caur_3_FUN_005531-T1	Chi_Caur_3_ARO9
Chi_Caur_3_FUN_005532-T1	Chi_Caur_3_GVP36
Chi_Caur_3_FUN_005533-T1	Chi_Caur_3_HOM3
Chi_Caur_3_FUN_005534-T1	Chi_Caur_3_NUA3
Chi_Caur_3_FUN_005535-T1	Chi_Caur_3_CBR1
Chi_Caur_3_FUN_005536-T1	Chi_Caur_3_VPS62
Chi_Caur_3_FUN_005539-T1	Chi_Caur_3_TSC2
Chi_Caur_3_FUN_005540-T1	Chi_Caur_3_BOI2
Chi_Caur_3_FUN_005541-T1	Chi_Caur_3_CDC27
Chi_Caur_3_FUN_005543-T1	Chi_Caur_3_ATP3
Chi_Caur_3_FUN_005545-T1	Chi_Caur_3_CWH43
Chi_Caur_3_FUN_005549-T1	Chi_Caur_3_NdufS4
Chi_Caur_3_FUN_005550-T1	Chi_Caur_3_hob3_2
Chi_Caur_3_FUN_005555-T1	Chi_Caur_3_ADE2
Chi_Caur_3_FUN_005558-T1	Chi_Caur_3_RAX1
Chi_Caur_3_FUN_001637-T1	Chi_Caur_3_PNG1
Chi_Caur_3_FUN_001639-T1	Chi_Caur_3_MSY1
Chi_Caur_3_FUN_001640-T1	Chi_Caur_3_MET22
Chi_Caur_3_FUN_001641-T1	Chi_Caur_3_GUT2
Chi_Caur_3_FUN_001645-T1	Chi_Caur_3_NOP1
Chi_Caur_3_FUN_001647-T1	Chi_Caur_3_UMP1
Chi_Caur_3_FUN_001648-T1	Chi_Caur_3_SMY2
Chi_Caur_3_FUN_001650-T1	Chi_Caur_3_vps5
Chi_Caur_3_FUN_001651-T1	Chi_Caur_3_SOU1
Chi_Caur_3_FUN_001652-T1	Chi_Caur_3_NST1
Chi_Caur_3_FUN_001653-T1	Chi_Caur_3_YVC1
Chi_Caur_3_FUN_001656-T1	Chi_Caur_3_GPX2_1
Chi_Caur_3_FUN_001657-T1	Chi_Caur_3_MDM34
Chi_Caur_3_FUN_001658-T1	Chi_Caur_3_CHS7
Chi_Caur_3_FUN_001659-T1	Chi_Caur_3_RGD1
Chi_Caur_3_FUN_001662-T1	Chi_Caur_3_QCR10
Chi_Caur_3_FUN_001663-T1	Chi_Caur_3_ACP2
Chi_Caur_3_FUN_001664-T1	Chi_Caur_3_MRPS12
Chi_Caur_3_FUN_001665-T1	Chi_Caur_3_ARC35
Chi_Caur_3_FUN_001666-T1	Chi_Caur_3_wis1
Chi_Caur_3_FUN_001667-T1	Chi_Caur_3_REV3
Chi_Caur_3_FUN_001668-T1	Chi_Caur_3_HAC1
Chi_Caur_3_FUN_001669-T1	Chi_Caur_3_BUD16
Chi_Caur_3_FUN_001671-T1	Chi_Caur_3_lsb6
Chi_Caur_3_FUN_001674-T1	Chi_Caur_3_PHO87
Chi_Caur_3_FUN_001676-T1	Chi_Caur_3_TPO4
Chi_Caur_3_FUN_001678-T1	Chi_Caur_3_IPI1
Chi_Caur_3_FUN_001679-T1	Chi_Caur_3_RRF1
Chi_Caur_3_FUN_001680-T1	Chi_Caur_3_MON1
Chi_Caur_3_FUN_001681-T1	Chi_Caur_3_SEC22
Chi_Caur_3_FUN_001683-T1	Chi_Caur_3_GCD1
Chi_Caur_3_FUN_001684-T1	Chi_Caur_3_RPT4
Chi_Caur_3_FUN_001685-T1	Chi_Caur_3_MRPL40
Chi_Caur_3_FUN_001686-T1	Chi_Caur_3_CDC31
Chi_Caur_3_FUN_001688-T1	Chi_Caur_3_SPT14
Chi_Caur_3_FUN_001689-T1	Chi_Caur_3_MEX67
Chi_Caur_3_FUN_001690-T1	Chi_Caur_3_DAP1
Chi_Caur_3_FUN_001691-T1	Chi_Caur_3_NAT5
Chi_Caur_3_FUN_001692-T1	Chi_Caur_3_SEC63
Chi_Caur_3_FUN_001693-T1	Chi_Caur_3_ADE17
Chi_Caur_3_FUN_001694-T1	Chi_Caur_3_rpl15
Chi_Caur_3_FUN_001701-T1	Chi_Caur_3_CTR1
Chi_Caur_3_FUN_001702-T1	Chi_Caur_3_SEC8
Chi_Caur_3_FUN_001704-T1	Chi_Caur_3_FES1
Chi_Caur_3_FUN_001705-T1	Chi_Caur_3_PGK1
Chi_Caur_3_FUN_001706-T1	Chi_Caur_3_FAT1
Chi_Caur_3_FUN_001708-T1	Chi_Caur_3_COX15
Chi_Caur_3_FUN_001715-T1	Chi_Caur_3_RPS13
Chi_Caur_3_FUN_001716-T1	Chi_Caur_3_TIF11
Chi_Caur_3_FUN_001718-T1	Chi_Caur_3_TPS3
Chi_Caur_3_FUN_001719-T1	Chi_Caur_3_scn1
Chi_Caur_3_FUN_001720-T1	Chi_Caur_3_TPI1
Chi_Caur_3_FUN_005560-T1	Chi_Caur_3_SEC2
Chi_Caur_3_FUN_005563-T1	Chi_Caur_3_GAP1_4
Chi_Caur_3_FUN_005567-T1	Chi_Caur_3_VMA5
Chi_Caur_3_FUN_005569-T1	Chi_Caur_3_YOP1
Chi_Caur_3_FUN_005570-T1	Chi_Caur_3_APL4
Chi_Caur_3_FUN_005571-T1	Chi_Caur_3_CWC27
Chi_Caur_3_FUN_005572-T1	Chi_Caur_3_SKY1_2
Chi_Caur_3_FUN_005573-T1	Chi_Caur_3_CUE1
Chi_Caur_3_FUN_005574-T1	Chi_Caur_3_CAC2
Chi_Caur_3_FUN_005576-T1	Chi_Caur_3_TAM41
Chi_Caur_3_FUN_005577-T1	Chi_Caur_3_THR4
Chi_Caur_3_FUN_005580-T1	Chi_Caur_3_COQ10
Chi_Caur_3_FUN_005581-T1	Chi_Caur_3_RPS25
Chi_Caur_3_FUN_005583-T1	Chi_Caur_3_MDJ1
Chi_Caur_3_FUN_005584-T1	Chi_Caur_3_ACH1
Chi_Caur_3_FUN_005591-T1	Chi_Caur_3_THI4
Chi_Caur_3_FUN_005592-T1	Chi_Caur_3_YSH1
Chi_Caur_3_FUN_005593-T1	Chi_Caur_3_SMD2
Chi_Caur_3_FUN_005594-T1	Chi_Caur_3_MEC3
Chi_Caur_3_FUN_005595-T1	Chi_Caur_3_SER1
Chi_Caur_3_FUN_005596-T1	Chi_Caur_3_GUF1
Chi_Caur_3_FUN_005597-T1	Chi_Caur_3_ILV1
Chi_Caur_3_FUN_005599-T1	Chi_Caur_3_RPS10
Chi_Caur_3_FUN_005600-T1	Chi_Caur_3_PDX1
Chi_Caur_3_FUN_005604-T1	Chi_Caur_3_SGT1
Chi_Caur_3_FUN_005606-T1	Chi_Caur_3_RRP15
Chi_Caur_3_FUN_005607-T1	Chi_Caur_3_KAR3
Chi_Caur_3_FUN_005609-T1	Chi_Caur_3_TAZ1
Chi_Caur_3_FUN_005611-T1	Chi_Caur_3_UFD4
Chi_Caur_3_FUN_005612-T1	Chi_Caur_3_CAP1
Chi_Caur_3_FUN_005613-T1	Chi_Caur_3_HSE1
Chi_Caur_3_FUN_005614-T1	Chi_Caur_3_LAG1
Chi_Caur_3_FUN_005616-T1	Chi_Caur_3_wos2
Chi_Caur_3_FUN_005620-T1	Chi_Caur_3_SEC26
Chi_Caur_3_FUN_005622-T1	Chi_Caur_3_NHP2
Chi_Caur_3_FUN_005624-T1	Chi_Caur_3_SEC9
Chi_Caur_3_FUN_005625-T1	Chi_Caur_3_HGT3
Chi_Caur_3_FUN_005627-T1	Chi_Caur_3_VAN1
Chi_Caur_3_FUN_005631-T1	Chi_Caur_3_fcp1
Chi_Caur_3_FUN_005638-T1	Chi_Caur_3_GDH2
Chi_Caur_3_FUN_001727-T1	Chi_Caur_3_SYR1
Chi_Caur_3_FUN_001728-T1	Chi_Caur_3_pli1
Chi_Caur_3_FUN_001729-T1	Chi_Caur_3_RPB7
Chi_Caur_3_FUN_001730-T1	Chi_Caur_3_MRPL23
Chi_Caur_3_FUN_001731-T1	Chi_Caur_3_RPB2
Chi_Caur_3_FUN_001732-T1	Chi_Caur_3_MRP20
Chi_Caur_3_FUN_001734-T1	Chi_Caur_3_DSL1
Chi_Caur_3_FUN_001738-T1	Chi_Caur_3_FAR11
Chi_Caur_3_FUN_001739-T1	Chi_Caur_3_tom22
Chi_Caur_3_FUN_001740-T1	Chi_Caur_3_EPT1
Chi_Caur_3_FUN_001742-T1	Chi_Caur_3_TEP1
Chi_Caur_3_FUN_001743-T1	Chi_Caur_3_TOM70
Chi_Caur_3_FUN_001745-T1	Chi_Caur_3_FPR1
Chi_Caur_3_FUN_001751-T1	Chi_Caur_3_GSY1
Chi_Caur_3_FUN_001752-T1	Chi_Caur_3_PWP2
Chi_Caur_3_FUN_001756-T1	Chi_Caur_3_GSL2
Chi_Caur_3_FUN_001758-T1	Chi_Caur_3_ACC1
Chi_Caur_3_FUN_001758-T2	Chi_Caur_3_ACC1
Chi_Caur_3_FUN_001762-T1	Chi_Caur_3_TIM23
Chi_Caur_3_FUN_001763-T1	Chi_Caur_3_dus2
Chi_Caur_3_FUN_001770-T1	Chi_Caur_3_MRS2
Chi_Caur_3_FUN_001771-T1	Chi_Caur_3_VMA4
Chi_Caur_3_FUN_001773-T1	Chi_Caur_3_MPA43
Chi_Caur_3_FUN_001774-T1	Chi_Caur_3_TOS1
Chi_Caur_3_FUN_001775-T1	Chi_Caur_3_RHO4
Chi_Caur_3_FUN_001776-T1	Chi_Caur_3_LCB3
Chi_Caur_3_FUN_001777-T1	Chi_Caur_3_TRM2
Chi_Caur_3_FUN_001778-T1	Chi_Caur_3_RPS21
Chi_Caur_3_FUN_001779-T1	Chi_Caur_3_GLG2_1
Chi_Caur_3_FUN_001780-T1	Chi_Caur_3_TIF1
Chi_Caur_3_FUN_001781-T1	Chi_Caur_3_SUL2
Chi_Caur_3_FUN_001784-T1	Chi_Caur_3_SEN2
Chi_Caur_3_FUN_001784-T2	Chi_Caur_3_SEN2
Chi_Caur_3_FUN_005642-T1	Chi_Caur_3_MNS1
Chi_Caur_3_FUN_005645-T1	Chi_Caur_3_STR2
Chi_Caur_3_FUN_005646-T1	Chi_Caur_3_HMG1
Chi_Caur_3_FUN_005649-T1	Chi_Caur_3_GLT1
Chi_Caur_3_FUN_005653-T1	Chi_Caur_3_MRP49
Chi_Caur_3_FUN_005654-T1	Chi_Caur_3_ECM42
Chi_Caur_3_FUN_005658-T1	Chi_Caur_3_TRS33
Chi_Caur_3_FUN_005662-T1	Chi_Caur_3_YPI1
Chi_Caur_3_FUN_005664-T1	Chi_Caur_3_MCM21
Chi_Caur_3_FUN_005665-T1	Chi_Caur_3_CHC1
Chi_Caur_3_FUN_005667-T1	Chi_Caur_3_MID1
Chi_Caur_3_FUN_005670-T1	Chi_Caur_3_NUT2
Chi_Caur_3_FUN_005678-T1	Chi_Caur_3_GRP1
Chi_Caur_3_FUN_005679-T1	Chi_Caur_3_CCC1
Chi_Caur_3_FUN_005680-T1	Chi_Caur_3_SNF3
Chi_Caur_3_FUN_005684-T1	Chi_Caur_3_RAD2
Chi_Caur_3_FUN_005685-T1	Chi_Caur_3_prp10
Chi_Caur_3_FUN_005689-T1	Chi_Caur_3_BIO2
Chi_Caur_3_FUN_005693-T1	Chi_Caur_3_RSM10
Chi_Caur_3_FUN_005694-T1	Chi_Caur_3_TRM7
Chi_Caur_3_FUN_005695-T1	Chi_Caur_3_KRS1
Chi_Caur_3_FUN_005697-T1	Chi_Caur_3_RSM25
Chi_Caur_3_FUN_005700-T1	Chi_Caur_3_PTR2_3
Chi_Caur_3_FUN_005701-T1	Chi_Caur_3_YFH1
